"TRA_new.ensembl.transcript","TRA_new.gene.symbol"
"ENSMUST00000060062","Actrt2"
"ENSMUST00000060077","Cpox"
"ENSMUST00000060128","Cldn23"
"ENSMUST00000060187","Olfr78"
"ENSMUST00000060210","Gpm6b"
"ENSMUST00000060303","Tshz1"
"ENSMUST00000060315","Trim34a"
"ENSMUST00000060323","Golph3l"
"ENSMUST00000060419","Gjb4"
"ENSMUST00000060455","Ccndbp1"
"ENSMUST00000060494","Krtap13-1"
"ENSMUST00000060524","Trim10"
"ENSMUST00000060703","Ccer1"
"ENSMUST00000060714","Ubqln2"
"ENSMUST00000060738","S100a1"
"ENSMUST00000060747","Bhlha15"
"ENSMUST00000060782","Apon"
"ENSMUST00000060833","Gpa33"
"ENSMUST00000060839","Cntnap2"
"ENSMUST00000060864","Tesk1"
"ENSMUST00000060917","Aqp9"
"ENSMUST00000060955","Gpcpd1"
"ENSMUST00000060972","Kcna5"
"ENSMUST00000060989","Sorl1"
"ENSMUST00000060992","Rtn4"
"ENSMUST00000061050","Ccdc80"
"ENSMUST00000061071","D3Bwg0562e"
"ENSMUST00000061086","Ptprcap"
"ENSMUST00000061283","Crlf3"
"ENSMUST00000061287","Cep112"
"ENSMUST00000061350","Atp13a3"
"ENSMUST00000061360","Phgr1"
"ENSMUST00000061455","Fam46c"
"ENSMUST00000061628","Pcdh20"
"ENSMUST00000061725","Prss32"
"ENSMUST00000061829","Cd14"
"ENSMUST00000061866","Dnajb8"
"ENSMUST00000062015","Stard13"
"ENSMUST00000062092","Cdca4"
"ENSMUST00000062153","Rilpl1"
"ENSMUST00000062160","Sprr1b"
"ENSMUST00000062264","Nucks1"
"ENSMUST00000062474","Cyp8b1"
"ENSMUST00000062613","Tdrp"
"ENSMUST00000062620","Hamp"
"ENSMUST00000062683","Krtap9-3"
"ENSMUST00000062709","Hoxb13"
"ENSMUST00000062723","Acpp"
"ENSMUST00000062755","Loh12cr1"
"ENSMUST00000062769","Cetn1"
"ENSMUST00000062806","Lect2"
"ENSMUST00000062824","Tmem53"
"ENSMUST00000062855","Mier2"
"ENSMUST00000062883","Fam13c"
"ENSMUST00000062893","Cenpe"
"ENSMUST00000062917","Iqcf3"
"ENSMUST00000062945","Bcl2l15"
"ENSMUST00000063042","Glb1"
"ENSMUST00000063062","Chi3l3"
"ENSMUST00000063091","Fyn"
"ENSMUST00000063112","Defb6"
"ENSMUST00000063117","Gstz1"
"ENSMUST00000063219","Pabpc2"
"ENSMUST00000063278","Agt"
"ENSMUST00000063307","Ppargc1b"
"ENSMUST00000063324","Cox6b2"
"ENSMUST00000063470","Ptprr"
"ENSMUST00000063492","Rspo2"
"ENSMUST00000063517","Spats2"
"ENSMUST00000063661","Atp6v1a"
"ENSMUST00000063770","Acsm3"
"ENSMUST00000063956","Cd177"
"ENSMUST00000064054","Syt1"
"ENSMUST00000064068","Fpr2"
"ENSMUST00000064104","Cdc42se2"
"ENSMUST00000064204","Actn2"
"ENSMUST00000064225","Rgs17"
"ENSMUST00000064231","Mogat2"
"ENSMUST00000064234","Ezr"
"ENSMUST00000064257","Tchh"
"ENSMUST00000064285","Glcci1"
"ENSMUST00000064307","Aatk"
"ENSMUST00000064364","Rnf185"
"ENSMUST00000064481","Ncmap"
"ENSMUST00000064536","Adam17"
"ENSMUST00000064685","Meig1"
"ENSMUST00000064725","Serpinc1"
"ENSMUST00000064783","Mfap4"
"ENSMUST00000064795","Egr1"
"ENSMUST00000064848","Nup107"
"ENSMUST00000064856","Cpn2"
"ENSMUST00000064937","Nrk"
"ENSMUST00000064989","Prkcb"
"ENSMUST00000064993","Ghrl"
"ENSMUST00000065060","Tmcc3"
"ENSMUST00000065080","C2cd2l"
"ENSMUST00000065086","Gas1"
"ENSMUST00000065163","Cib1"
"ENSMUST00000065220","P2ry14"
"ENSMUST00000065248","Cd8b1"
"ENSMUST00000065353","Yap1"
"ENSMUST00000065433","Ikzf1"
"ENSMUST00000065487","Prx"
"ENSMUST00000065668","Nrgn"
"ENSMUST00000065758","Atp6v1e2"
"ENSMUST00000065797","Chst1"
"ENSMUST00000066003","Sp3"
"ENSMUST00000066060","Bcl11b"
"ENSMUST00000066068","Smagp"
"ENSMUST00000066175","Abcg5"
"ENSMUST00000066193","Gykl1"
"ENSMUST00000066237","Ddc"
"ENSMUST00000066264","Ech1"
"ENSMUST00000066295","Kcnk3"
"ENSMUST00000066337","Alas2"
"ENSMUST00000066374","Mpp4"
"ENSMUST00000066401","Ctsd"
"ENSMUST00000066514","Nudt7"
"ENSMUST00000066529","Npr3"
"ENSMUST00000066540","Sds"
"ENSMUST00000066587","Acox1"
"ENSMUST00000066674","Car8"
"ENSMUST00000066708","Dmp1"
"ENSMUST00000066747","Cd8a"
"ENSMUST00000066873","Pkp3"
"ENSMUST00000066882","Pfn2"
"ENSMUST00000066889","Gpsm1"
"ENSMUST00000066890","Kcnn2"
"ENSMUST00000066928","Phactr1"
"ENSMUST00000067060","Klf1"
"ENSMUST00000067086","Esr1"
"ENSMUST00000067124","Lpin1"
"ENSMUST00000067145","Fam220a"
"ENSMUST00000067150","Fgfr3"
"ENSMUST00000067205","Kif21a"
"ENSMUST00000067215","Arfgap3"
"ENSMUST00000067230","Sox4"
"ENSMUST00000067240","Lck"
"ENSMUST00000067444","Gfap"
"ENSMUST00000067491","Cadps"
"ENSMUST00000067492","Fabp1"
"ENSMUST00000067506","Gimap4"
"ENSMUST00000067582","Tmem62"
"ENSMUST00000067700","Ccser2"
"ENSMUST00000067752","Mettl7a1"
"ENSMUST00000067757","Pld1"
"ENSMUST00000067801","Cbs"
"ENSMUST00000067912","Klf2"
"ENSMUST00000067927","Msra"
"ENSMUST00000068023","Cadm4"
"ENSMUST00000068031","Top2a"
"ENSMUST00000068182","Stfa3"
"ENSMUST00000068261","Atp6v1g2"
"ENSMUST00000068271","Ak1"
"ENSMUST00000068282","Atl2"
"ENSMUST00000068291","H2-Q10"
"ENSMUST00000068317","Cyp3a25"
"ENSMUST00000068333","Farsb"
"ENSMUST00000068388","Terf2"
"ENSMUST00000068545","5033411D12Rik"
"ENSMUST00000068581","Gja1"
"ENSMUST00000068686","Calcoco2"
"ENSMUST00000068700","Wdr6"
"ENSMUST00000068958","Cdc42ep3"
"ENSMUST00000069011","Ang"
"ENSMUST00000069142","Akr1cl"
"ENSMUST00000069271","Dmrtb1"
"ENSMUST00000069330","Acp5"
"ENSMUST00000069334","Dach1"
"ENSMUST00000069345","Itgb5"
"ENSMUST00000069360","Gpc3"
"ENSMUST00000069430","Ctage5"
"ENSMUST00000069443","Slain1"
"ENSMUST00000069449","Rras2"
"ENSMUST00000069451","Ghr"
"ENSMUST00000069511","Abcd2"
"ENSMUST00000069530","Xrcc6"
"ENSMUST00000069562","Tescl"
"ENSMUST00000069609","Pou2f1"
"ENSMUST00000069620","Per2"
"ENSMUST00000069648","Kat6b"
"ENSMUST00000069731","Fmr1nb"
"ENSMUST00000069789","Lep"
"ENSMUST00000069800","Fut2"
"ENSMUST00000069922","Mia3"
"ENSMUST00000069927","S100a8"
"ENSMUST00000069958","Gcnt2"
"ENSMUST00000069960","S100a9"
"ENSMUST00000070198","Ppp3ca"
"ENSMUST00000070210","Atad1"
"ENSMUST00000070323","Synpr"
"ENSMUST00000070326","Ttk"
"ENSMUST00000070368","Siah2"
"ENSMUST00000070375","Penk"
"ENSMUST00000070380","Prss2"
"ENSMUST00000070617","Scn11a"
"ENSMUST00000070642","Cebpb"
"ENSMUST00000070659","1700001K19Rik"
"ENSMUST00000070709","Rell2"
"ENSMUST00000070725","Gabrg2"
"ENSMUST00000070726","Slc39a6"
"ENSMUST00000070758","Mpz"
"ENSMUST00000070832","1100001G20Rik"
"ENSMUST00000070918","Cmbl"
"ENSMUST00000070990","Elmod3"
"ENSMUST00000071044","Capg"
"ENSMUST00000071096","Hemgn"
"ENSMUST00000071130","Alox5ap"
"ENSMUST00000071135","Tubb4a"
"ENSMUST00000071168","Tek"
"ENSMUST00000071250","Pygl"
"ENSMUST00000071402","Elovl6"
"ENSMUST00000071526","Ctsj"
"ENSMUST00000071798","Tnnt1"
"ENSMUST00000071812","Iqgap3"
"ENSMUST00000071816","Camk2g"
"ENSMUST00000071858","Hpcal1"
"ENSMUST00000071889","Car12"
"ENSMUST00000071973","Ero1lb"
"ENSMUST00000071977","Mfap2"
"ENSMUST00000071986","Mia"
"ENSMUST00000072020","Tle6"
"ENSMUST00000072111","St6galnac6"
"ENSMUST00000072119","Ccnb1"
"ENSMUST00000072204","Klk1b8"
"ENSMUST00000072280","Krtap8-1"
"ENSMUST00000072299","Vsnl1"
"ENSMUST00000072403","Ugt3a2"
"ENSMUST00000072406","Prepl"
"ENSMUST00000072453","Lhb"
"ENSMUST00000072539","Csn1s2b"
"ENSMUST00000072578","Ube2d2b"
"ENSMUST00000072602","Hvcn1"
"ENSMUST00000072633","Tmigd1"
"ENSMUST00000072729","Ms4a4c"
"ENSMUST00000072748","Ms4a10"
"ENSMUST00000072755","Col18a1"
"ENSMUST00000072776","Cyp2d10"
"ENSMUST00000072818","Ugt2b38"
"ENSMUST00000072841","Eno3"
"ENSMUST00000072889","Lrrc16a"
"ENSMUST00000072954","Lancl2"
"ENSMUST00000073001","Lgals9"
"ENSMUST00000073043","Cxcl12"
"ENSMUST00000073049","Ugt1a1"
"ENSMUST00000073179","4933415F23Rik"
"ENSMUST00000073339","Pgrmc1"
"ENSMUST00000073350","Ctse"
"ENSMUST00000073428","Slc39a4"
"ENSMUST00000073490","Lct"
"ENSMUST00000073713","Klk1b24"
"ENSMUST00000073772","Ugt1a9"
"ENSMUST00000073787","Akr7a5"
"ENSMUST00000073878","Dhcr7"
"ENSMUST00000073890","Krt33b"
"ENSMUST00000073892","Fxyd7"
"ENSMUST00000073973","Ace2"
"ENSMUST00000074082","Alas1"
"ENSMUST00000074113","Prom1"
"ENSMUST00000074127","Aldh3a2"
"ENSMUST00000074142","Lce1a1"
"ENSMUST00000074157","Myo5b"
"ENSMUST00000074204","Slc6a15"
"ENSMUST00000074208","Ndufaf3"
"ENSMUST00000074225","Cpne6"
"ENSMUST00000074241","Thnsl2"
"ENSMUST00000074262","Calcrl"
"ENSMUST00000074352","Osbpl1a"
"ENSMUST00000074359","Klk1b5"
"ENSMUST00000074372","Irx2"
"ENSMUST00000074523","Stmn4"
"ENSMUST00000074557","H2-Eb1"
"ENSMUST00000074613","Acyp2"
"ENSMUST00000074637","Krtap6-5"
"ENSMUST00000074671","Hamp2"
"ENSMUST00000074694","Gnai1"
"ENSMUST00000074758","Gapdhs"
"ENSMUST00000074805","Glipr1"
"ENSMUST00000074846","Hsph1"
"ENSMUST00000074849","Tacc3"
"ENSMUST00000074861","Plac1"
"ENSMUST00000075040","Dusp13"
"ENSMUST00000075068","Pepd"
"ENSMUST00000075069","Ntm"
"ENSMUST00000075220","Cdyl"
"ENSMUST00000075284","Krtap19-3"
"ENSMUST00000075312","Ttr"
"ENSMUST00000075351","Pip"
"ENSMUST00000075388","Gm10147"
"ENSMUST00000075410","Btbd3"
"ENSMUST00000075422","Mab21l1"
"ENSMUST00000075550","Cenph"
"ENSMUST00000075552","Cyp2a12"
"ENSMUST00000075571","Sult2b1"
"ENSMUST00000075603","Glra1"
"ENSMUST00000075648","Ear5"
"ENSMUST00000075748","Ddx4"
"ENSMUST00000075829","Mrpl42"
"ENSMUST00000075884","Msln"
"ENSMUST00000075896","Tsnax"
"ENSMUST00000075973","Mup4"
"ENSMUST00000075982","Saa2"
"ENSMUST00000075994","Pdzrn3"
"ENSMUST00000076069","Crybb3"
"ENSMUST00000076084","Ppp1r14d"
"ENSMUST00000076110","Rnf2"
"ENSMUST00000076186","Krtap19-2"
"ENSMUST00000076275","Nr6a1"
"ENSMUST00000076354","Tspan7"
"ENSMUST00000076379","Csn1s2a"
"ENSMUST00000076463","Gpr155"
"ENSMUST00000076521","Irf6"
"ENSMUST00000076648","Fcgbp"
"ENSMUST00000076657","Ndufa3"
"ENSMUST00000076715","Nfix"
"ENSMUST00000076813","Iah1"
"ENSMUST00000076831","Cdc42ep5"
"ENSMUST00000077115","Ptpro"
"ENSMUST00000077119","Gjc3"
"ENSMUST00000077136","Sftpd"
"ENSMUST00000077191","Ethe1"
"ENSMUST00000077273","Ext1"
"ENSMUST00000077354","Klk1b4"
"ENSMUST00000077489","Scn1a"
"ENSMUST00000077667","Obp2a"
"ENSMUST00000077672","Col4a3bp"
"ENSMUST00000077698","Calml3"
"ENSMUST00000077715","Krtap19-9b"
"ENSMUST00000077855","Cyp2b19"
"ENSMUST00000077918","Cfi"
"ENSMUST00000077935","Trps1"
"ENSMUST00000077954","Sgcg"
"ENSMUST00000078001","Tex101"
"ENSMUST00000078019","Dab2"
"ENSMUST00000078050","Rnf114"
"ENSMUST00000078124","Cfl2"
"ENSMUST00000078214","Skap2"
"ENSMUST00000078352","Dnm1"
"ENSMUST00000078357","Emp2"
"ENSMUST00000078422","Krtap21-1"
"ENSMUST00000078438","Trim31"
"ENSMUST00000078470","Kcnh1"
"ENSMUST00000078494","Rag1"
"ENSMUST00000078496","Cacna1h"
"ENSMUST00000078528","C1qbp"
"ENSMUST00000078617","Aldoart1"
"ENSMUST00000078623","Cryba1"
"ENSMUST00000078694","Ppp1r1b"
"ENSMUST00000078835","Klk1b1"
"ENSMUST00000078856","Kl"
"ENSMUST00000078885","Vmn1r13"
"ENSMUST00000078977","Abi1"
"ENSMUST00000079081","Aqp4"
"ENSMUST00000079125","Scand1"
"ENSMUST00000079132","Chia"
"ENSMUST00000079151","Krtap6-3"
"ENSMUST00000079176","Plekhb1"
"ENSMUST00000079287","Nme5"
"ENSMUST00000079391","Cald1"
"ENSMUST00000079413","Fkbp5"
"ENSMUST00000079424","Ggta1"
"ENSMUST00000079464","Tuba4a"
"ENSMUST00000079472","Aadat"
"ENSMUST00000079490","Nap1l3"
"ENSMUST00000079510","Cherp"
"ENSMUST00000079624","Ankrd61"
"ENSMUST00000079634","Exosc5"
"ENSMUST00000079691","Gss"
"ENSMUST00000079703","Nsmce2"
"ENSMUST00000079772","Tnfrsf11b"
"ENSMUST00000079780","B3gnt5"
"ENSMUST00000079784","Myl3"
"ENSMUST00000079797","Gm10058"
"ENSMUST00000079811","Ugt2a1/Ugt2a2"
"ENSMUST00000079859","Klk1b27"
"ENSMUST00000079866","Srsf1"
"ENSMUST00000079902","Lgals12"
"ENSMUST00000079926","Reg1"
"ENSMUST00000079957","Fcer1g"
"ENSMUST00000079961","Nup93"
"ENSMUST00000079978","Unc13b"
"ENSMUST00000079996","Zfand2a"
"ENSMUST00000080058","Egln2"
"ENSMUST00000080067","Slc4a2"
"ENSMUST00000080123","Aldoart2"
"ENSMUST00000080126","Rnase1"
"ENSMUST00000080208","Epb4.1l3"
"ENSMUST00000080211","Klk11"
"ENSMUST00000080233","Tsks"
"ENSMUST00000080361","Akr1c20"
"ENSMUST00000080371","Mtss1"
"ENSMUST00000080415","Cabyr"
"ENSMUST00000080449","Hspa2"
"ENSMUST00000080493","Gnas"
"ENSMUST00000080635","Scgb1b2"
"ENSMUST00000080654","Cdhr5"
"ENSMUST00000080718","Lypd3"
"ENSMUST00000080766","Tpbpb"
"ENSMUST00000080853","Pecam1"
"ENSMUST00000080882","Atp1a3"
"ENSMUST00000080893","Krt17"
"ENSMUST00000080953","Lrp2"
"ENSMUST00000081017","Defb4"
"ENSMUST00000081035","Mpeg1"
"ENSMUST00000081111","Impdh2"
"ENSMUST00000081165","Apbb1"
"ENSMUST00000081265","Ebf1"
"ENSMUST00000081314","Blm"
"ENSMUST00000081334","Krtap19-1"
"ENSMUST00000081438","Adrb3"
"ENSMUST00000081457","Lgals7"
"ENSMUST00000081542","Kcnd2"
"ENSMUST00000081721","Ezh2"
"ENSMUST00000081728","Ctnnd2"
"ENSMUST00000081857","Myh6"
"ENSMUST00000081893","Syn1"
"ENSMUST00000081924","Ifitm6"
"ENSMUST00000081964","Hopx"
"ENSMUST00000081966","Odf1"
"ENSMUST00000082059","Erbb3"
"ENSMUST00000082060","Chi3l1"
"ENSMUST00000082093","Gzmd"
"ENSMUST00000082136","Max"
"ENSMUST00000082235","Mep1b"
"ENSMUST00000082287","Mup5"
"ENSMUST00000082303","Col15a1"
"ENSMUST00000082365","Sult4a1"
"ENSMUST00000082370","Csn2"
"ENSMUST00000082418","mt-Nd5"
"ENSMUST00000082424","Sepp1"
"ENSMUST00000082426","Dio1"
"ENSMUST00000082429","Gpx1"
"ENSMUST00000082432","Dio2"
"ENSMUST00000084038","Ank1"
"ENSMUST00000084086","Cd209b"
"ENSMUST00000084343","Cyp4a12a"
"ENSMUST00000084436","Cend1"
"ENSMUST00000084500","Oat"
"ENSMUST00000084531","Mup3"
"ENSMUST00000084647","Acsm2"
"ENSMUST00000084770","Fut9"
"ENSMUST00000084787","Scn10a"
"ENSMUST00000084882","Crip2"
"ENSMUST00000084894","Pde2a"
"ENSMUST00000085043","Tcl1b1"
"ENSMUST00000085044","Usp19"
"ENSMUST00000085077","Arnt2"
"ENSMUST00000085116","Ptpn21"
"ENSMUST00000085351","Hrc"
"ENSMUST00000085412","Coch"
"ENSMUST00000085450","Klk1b3"
"ENSMUST00000085455","Klk1b21"
"ENSMUST00000085461","Klk8"
"ENSMUST00000085679","Arpc1b"
"ENSMUST00000086029","Caln1"
"ENSMUST00000086040","F5"
"ENSMUST00000086046","Gbas"
"ENSMUST00000086056","Piwil1"
"ENSMUST00000086058","Bscl2"
"ENSMUST00000086075","Scarb1"
"ENSMUST00000086199","Glul"
"ENSMUST00000086267","Fam129a"
"ENSMUST00000086399","Icam1"
"ENSMUST00000086430","Col5a2"
"ENSMUST00000086458","Fbxl12"
"ENSMUST00000086599","Dao"
"ENSMUST00000086629","Cryba4"
"ENSMUST00000086690","Serpinb7"
"ENSMUST00000086701","Serpinb5"
"ENSMUST00000086723","Man2a1"
"ENSMUST00000086831","Pkd2"
"ENSMUST00000086844","Tcf7"
"ENSMUST00000086854","Mapk10"
"ENSMUST00000087012","Slc22a7"
"ENSMUST00000087213","Cnga1"
"ENSMUST00000087216","Nfxl1"
"ENSMUST00000087253","Tro"
"ENSMUST00000087315","Vars"
"ENSMUST00000087316","Capn6"
"ENSMUST00000087321","Ppp1r3c"
"ENSMUST00000087374","Adam23"
"ENSMUST00000087395","Kcnip4"
"ENSMUST00000087399","Tnxb"
"ENSMUST00000087497","Col11a2"
"ENSMUST00000087511","Tmem128"
"ENSMUST00000087514","Lyar"
"ENSMUST00000087585","Boll"
"ENSMUST00000087600","Gda"
"ENSMUST00000087614","Aebp2"
"ENSMUST00000087629","Htra3"
"ENSMUST00000087729","Gsg1"
"ENSMUST00000088010","Gtf3c2"
"ENSMUST00000088049","Krt86"
"ENSMUST00000088086","Sulf2"
"ENSMUST00000088200","Aqp5"
"ENSMUST00000088201","Obp1a"
"ENSMUST00000088246","Tuba3a"
"ENSMUST00000088248","Ube2c"
"ENSMUST00000088386","Slc15a1"
"ENSMUST00000088494","Blcap"
"ENSMUST00000088652","Htatsf1"
"ENSMUST00000088790","Ret"
"ENSMUST00000089003","Atp2b2"
"ENSMUST00000089024","Tcp1"
"ENSMUST00000089062","Rhox9"
"ENSMUST00000089105","Gm10228"
"ENSMUST00000089111","2310034C09Rik"
"ENSMUST00000089129","Cyp2d9"
"ENSMUST00000089165","Gm5168"
"ENSMUST00000089208","Cntn4"
"ENSMUST00000089287","Uba3"
"ENSMUST00000089378","Pdxp"
"ENSMUST00000089449","Mgll"
"ENSMUST00000089461","Cds2"
"ENSMUST00000089667","Reg3d"
"ENSMUST00000089681","Eef1d"
"ENSMUST00000089765","Chrac1"
"ENSMUST00000089950","Rabggtb"
"ENSMUST00000090006","Itgb1"
"ENSMUST00000090025","Aard"
"ENSMUST00000090134","Pdlim5"
"ENSMUST00000090150","Ncald"
"ENSMUST00000090171","Adh7"
"ENSMUST00000090337","Asb14"
"ENSMUST00000090339","Rai14"
"ENSMUST00000090391","Pax6"
"ENSMUST00000090443","Camk2b"
"ENSMUST00000090461","Fyb"
"ENSMUST00000090469","Myoz1"
"ENSMUST00000090473","Gpr88"
"ENSMUST00000090568","Ptprz1"
"ENSMUST00000090679","Tac1"
"ENSMUST00000090680","Ddx20"
"ENSMUST00000090726","Slc43a3"
"ENSMUST00000090746","Hmgcs2"
"ENSMUST00000090750","Pde4dip"
"ENSMUST00000090815","Gm128"
"ENSMUST00000090856","Hrnr"
"ENSMUST00000090866","Lce1i"
"ENSMUST00000090945","Syt11"
"ENSMUST00000091064","Rraga"
"ENSMUST00000091246","Flcn"
"ENSMUST00000091288","Prnp"
"ENSMUST00000091377","1700029F12Rik"
"ENSMUST00000091436","Cubn"
"ENSMUST00000091458","Nr2f1"
"ENSMUST00000091678","Prl2b1"
"ENSMUST00000092058","BC089597"
"ENSMUST00000092155","Col11a1"
"ENSMUST00000092167","Ptprb"
"ENSMUST00000092433","Ank3"
"ENSMUST00000092473","Vps26a"
"ENSMUST00000092498","Sgpl1"
"ENSMUST00000092700","Krtap3-3"
"ENSMUST00000092788","Tmem100"
"ENSMUST00000092888","Fbp1"
"ENSMUST00000093165","Cyfip2"
"ENSMUST00000093191","Spdl1"
"ENSMUST00000093268","Cngb1"
"ENSMUST00000093321","Grb10"
"ENSMUST00000093346","H2afv"
"ENSMUST00000093369","Nefh"
"ENSMUST00000093458","Sugp2"
"ENSMUST00000093480","Spock3"
"ENSMUST00000093800","Pls1"
"ENSMUST00000093812","Cd109"
"ENSMUST00000093911","Myo15b"
"ENSMUST00000093923","Cdc27"
"ENSMUST00000094154","Serpinh1"
"ENSMUST00000094245","Cldn3"
"ENSMUST00000094331","Ndnl2"
"ENSMUST00000094365","Car1"
"ENSMUST00000094469","Selm"
"ENSMUST00000094641","Csn1s1"
"ENSMUST00000094653","Gtsf1l"
"ENSMUST00000094787","Slc34a2"
"ENSMUST00000094799","Ceacam11"
"ENSMUST00000094934","Gad1"
"ENSMUST00000095079","Actl7a"
"ENSMUST00000095080","Actl7b"
"ENSMUST00000095172","Cmip"
"ENSMUST00000095410","Wdr20a"
"ENSMUST00000095440","Akap3"
"ENSMUST00000095541","Susd2"
"ENSMUST00000095572","Slc10a1"
"ENSMUST00000095762","Trdn"
"ENSMUST00000095784","Moxd1"
"ENSMUST00000095786","Pole4"
"ENSMUST00000095852","Grid2"
"ENSMUST00000096003","Prss3"
"ENSMUST00000096012","Abi3bp"
"ENSMUST00000096057","Tagln3"
"ENSMUST00000096066","Cpa2"
"ENSMUST00000096084","Ccdc136"
"ENSMUST00000096096","Cep55"
"ENSMUST00000096119","Asah2"
"ENSMUST00000096242","Rom1"
"ENSMUST00000096255","Ubxn1"
"ENSMUST00000096368","Gspt2"
"ENSMUST00000096469","Gm5169"
"ENSMUST00000096744","Myadm"
"ENSMUST00000096904","Reg3b"
"ENSMUST00000096913","Slx"
"ENSMUST00000096987","Sept5"
"ENSMUST00000097274","Prkce"
"ENSMUST00000097653","Col6a3"
"ENSMUST00000097659","Ugt1a5"
"ENSMUST00000097709","Idh1"
"ENSMUST00000098242","Ggh"
"ENSMUST00000098281","Omp"
"ENSMUST00000098331","Cpeb1"
"ENSMUST00000098350","Scap"
"ENSMUST00000098559","Krtdap"
"ENSMUST00000098859","Tnni3"
"ENSMUST00000098888","Smcp"
"ENSMUST00000098910","S100a16"
"ENSMUST00000099087","Mbnl1"
"ENSMUST00000099106","Mgst2"
"ENSMUST00000099123","1700034I23Rik"
"ENSMUST00000099126","Mafb"
"ENSMUST00000099151","Sox2"
"ENSMUST00000099172","Kif5a"
"ENSMUST00000099207","Zcchc3"
"ENSMUST00000099269","Cd93"
"ENSMUST00000099270","Thbd"
"ENSMUST00000099400","Papolb"
"ENSMUST00000099466","Sorbs1"
"ENSMUST00000099506","Gprin1"
"ENSMUST00000099547","C78339"
"ENSMUST00000099554","Mis18a"
"ENSMUST00000099558","Tjp2"
"ENSMUST00000099626","Fibin"
"ENSMUST00000099747","B3galnt2"
"ENSMUST00000099858","Prep"
"ENSMUST00000099996","Ttc30b"
"ENSMUST00000100024","Fgf12"
"ENSMUST00000100052","Igf2bp2"
"ENSMUST00000100290","Egfl7"
"ENSMUST00000100301","Prkcg"
"ENSMUST00000100347","Mapt"
"ENSMUST00000100551","Sgca"
"ENSMUST00000100572","Sla"
"ENSMUST00000100785","Oas1e"
"ENSMUST00000100874","Selplg"
"ENSMUST00000101055","Ccnk"
"ENSMUST00000101078","Serpina3m"
"ENSMUST00000101191","Klhl5"
"ENSMUST00000101208","Sod3"
"ENSMUST00000101272","Reg3a"
"ENSMUST00000101282","Cylc1"
"ENSMUST00000101343","Mad2l1"
"ENSMUST00000101351","Atoh1"
"ENSMUST00000101534","Ptn"
"ENSMUST00000101638","Limk2"
"ENSMUST00000101645","Gm14819"
"ENSMUST00000101647","Gm10486"
"ENSMUST00000101654","Gm14632"
"ENSMUST00000101657","Gm10488"
"ENSMUST00000101667","Gm5935"
"ENSMUST00000101800","Msrb1"
"ENSMUST00000101801","Vimp"
"ENSMUST00000102476","B2m"
"ENSMUST00000102481","Cela2a"
"ENSMUST00000102486","Hspb7"
"ENSMUST00000102490","Epb4.2"
"ENSMUST00000102518","Ece1"
"ENSMUST00000102522","Cela3b"
"ENSMUST00000102533","Tcea3"
"ENSMUST00000102540","Gale"
"ENSMUST00000102581","Kctd10"
"ENSMUST00000102604","Ak2"
"ENSMUST00000102635","Myocd"
"ENSMUST00000102640","Oxct2a"
"ENSMUST00000102654","Pde1a"
"ENSMUST00000102665","Mog"
"ENSMUST00000102677","Chn1"
"ENSMUST00000102691","Cdca7"
"ENSMUST00000102707","Cyp4b1"
"ENSMUST00000102709","Abcb11"
"ENSMUST00000102715","Stk39"
"ENSMUST00000102722","Elavl4"
"ENSMUST00000102733","Gcg"
"ENSMUST00000102758","Vdac1"
"ENSMUST00000102803","Myh7"
"ENSMUST00000102817","Gap43"
"ENSMUST00000102880","Ppp3r1"
"ENSMUST00000102897","Txndc8"
"ENSMUST00000102900","Abo"
"ENSMUST00000102910","Wap"
"ENSMUST00000102918","Clic3"
"ENSMUST00000102921","Myl7"
"ENSMUST00000102923","Aebp1"
"ENSMUST00000102929","Tdrd7"
"ENSMUST00000102936","Gne"
"ENSMUST00000103004","Asph"
"ENSMUST00000103024","BC100451"
"ENSMUST00000103042","Tcea2"
"ENSMUST00000103045","Stmn3"
"ENSMUST00000103071","Gh"
"ENSMUST00000103075","Nsf"
"ENSMUST00000103098","Nbr1"
"ENSMUST00000103105","Aoc3"
"ENSMUST00000103120","Cnp"
"ENSMUST00000103127","Krt35"
"ENSMUST00000103129","Dsn1"
"ENSMUST00000103131","Krt10"
"ENSMUST00000103177","Lpo"
"ENSMUST00000103194","Car4"
"ENSMUST00000103212","Ube4b"
"ENSMUST00000103230","Nppa"
"ENSMUST00000103231","Nppb"
"ENSMUST00000103266","Trbv5"
"ENSMUST00000103416","Ighg2c"
"ENSMUST00000103418","Ighg2b"
"ENSMUST00000103740","Trac"
"ENSMUST00000103746","Iglv1"
"ENSMUST00000104999","Nrarp"
"ENSMUST00000105001","H2afb1"
"ENSMUST00000105158","Mos"
"ENSMUST00000105283","Kitl"
"ENSMUST00000105354","Reep6"
"ENSMUST00000105369","Dos"
"ENSMUST00000105511","Col10a1"
"ENSMUST00000105525","Ahi1"
"ENSMUST00000105897","Arid1a"
"ENSMUST00000105998","Tinagl1"
"ENSMUST00000106332","Sez6l2"
"ENSMUST00000106372","Sult1a1"
"ENSMUST00000106981","Folr1"
"ENSMUST00000107234","Eed"
"ENSMUST00000107282","Ramp2"
"ENSMUST00000107384","Idh2"
"ENSMUST00000107394","Mesp2"
"ENSMUST00000107416","Krt36"
"ENSMUST00000107437","Krtap4-16"
